Date,Open,High,Low,Close,Volume
2020-02-27,74.0,74.76,73.09,73.42,137516728
2020-02-28,74.11,75.39,73.54,74.04,179754026
2020-03-02,69.85,70.21,68.16,69.32,63569407
2020-03-03,74.16,75.62,72.81,73.47,133785669
2020-03-04,74.83,76.66,74.67,75.61,103952324
2020-03-05,77.71,78.71,77.59,78.53,89394230
2020-03-06,82.5,82.72,81.79,82.19,141221557
2020-03-09,84.99,86.2,84.88,84.91,44191677
2020-03-10,88.94,89.47,88.66,88.89,110774993
2020-03-11,87.29,88.46,86.66,87.54,164210194
2020-03-12,88.76,90.96,87.85,87.91,82746748
2020-03-13,86.09,86.16,84.99,85.18,85517418
2020-03-16,90.83,92.52,90.72,90.9,188748532
2020-03-17,90.5,92.15,89.7,91.28,152484766
2020-03-18,93.89,94.01,92.04,92.68,73176283
2020-03-19,90.42,90.81,89.26,89.8,76926586
2020-03-20,88.33,90.5,88.29,88.43,112847443
2020-03-23,87.19,87.81,87.08,87.52,107663835
2020-03-24,85.07,85.14,84.82,85.04,159256233
2020-03-25,82.73,85.03,81.57,82.16,160087642
2020-03-26,85.28,85.71,84.28,85.47,87741876
2020-03-27,84.12,85.58,83.82,84.17,265030882
2020-03-30,85.99,87.35,83.76,85.48,158422016
2020-03-31,86.14,87.02,85.08,86.04,124790063
2020-04-01,84.99,85.92,83.44,84.96,134515540
2020-04-02,82.98,84.85,82.12,84.31,58307044
2020-04-03,87.82,88.33,86.96,87.52,170953735
2020-04-06,88.66,89.13,87.36,88.41,162190125
2020-04-07,85.94,86.45,85.36,86.01,114513302
2020-04-08,83.8,84.48,82.94,84.35,158389815
2020-04-09,84.12,84.34,82.52,83.52,129363839
2020-04-10,81.05,82.5,80.99,81.64,70947549
2020-04-13,87.53,87.86,86.64,86.74,135487175
2020-04-14,87.91,88.42,86.66,87.9,104417377
2020-04-15,94.88,96.66,92.63,94.53,144041313
2020-04-16,93.4,93.47,92.83,92.96,69116888
2020-04-17,92.28,92.32,91.95,92.28,200294105
2020-04-20,100.68,102.3,99.46,101.38,109817711
2020-04-21,98.99,99.63,95.69,97.58,171085123
2020-04-22,96.77,97.78,94.5,96.45,86813472
2020-04-23,94.44,95.3,94.24,94.63,97058767
2020-04-24,95.62,96.0,92.92,95.36,112490475
2020-04-27,98.85,100.09,96.71,97.98,248456107
2020-04-28,102.13,104.32,100.01,103.1,112587898
2020-04-29,108.66,109.57,107.91,108.83,134046684
2020-04-30,108.69,109.12,106.84,108.56,115006331
2020-05-01,111.68,112.56,109.86,110.83,194294042
2020-05-04,107.8,108.57,106.35,107.15,124481107
2020-05-05,110.68,111.9,110.53,110.99,157463213
2020-05-06,106.55,107.42,104.57,106.74,106814925
2020-05-07,115.06,115.71,113.98,114.61,102593814
2020-05-08,108.59,109.37,108.01,108.44,109032437
2020-05-11,113.61,115.23,112.7,113.33,114657462
2020-05-12,116.0,116.61,114.65,116.13,171760282
2020-05-13,113.72,115.64,111.53,114.11,123821852
2020-05-14,125.7,126.78,124.65,125.17,161537141
2020-05-15,125.92,127.23,123.83,124.91,152551206
2020-05-18,137.49,139.16,136.19,137.18,115726125
2020-05-19,137.19,139.43,135.43,138.29,108665095
2020-05-20,141.29,142.56,141.14,141.5,145651436
2020-05-21,132.31,133.93,130.13,132.88,102987051
2020-05-22,132.13,133.5,131.56,131.77,132406490
2020-05-25,134.46,135.08,133.24,134.93,56831665
2020-05-26,133.09,133.59,132.52,133.18,209580207
2020-05-27,131.9,133.88,129.63,131.91,276383680
2020-05-28,128.18,130.73,127.08,128.74,175770474
2020-05-29,129.7,130.67,129.06,130.18,115220926
2020-06-01,129.74,131.28,126.82,129.41,160431883
2020-06-02,145.01,145.19,143.79,144.89,149213286
2020-06-03,142.72,146.59,142.07,142.99,164542727
2020-06-04,145.16,146.32,144.61,145.67,107605813
2020-06-05,150.16,151.22,148.74,150.69,117872180
2020-06-08,152.32,153.17,149.01,152.63,114746893
2020-06-09,156.63,159.87,156.55,157.49,119483664
2020-06-10,153.45,153.88,151.37,153.1,149236621
2020-06-11,152.74,155.83,149.02,150.78,117634019
2020-06-12,148.83,150.77,147.05,147.12,71544481
2020-06-15,141.6,141.79,139.69,140.92,115044022
2020-06-16,148.62,150.02,147.4,147.62,99487708
2020-06-17,148.41,150.06,148.38,150.03,96702435
2020-06-18,139.01,140.33,137.63,138.52,83727524
2020-06-19,140.42,140.95,139.24,139.93,86430474
2020-06-22,147.8,150.99,147.53,148.92,176333924
2020-06-23,151.21,151.9,149.36,150.0,151891458
2020-06-24,154.46,155.33,153.93,154.74,167294204
2020-06-25,159.73,160.62,157.29,159.64,73330273
2020-06-26,164.43,165.53,163.13,163.58,110697937
2020-06-29,161.82,163.33,158.26,160.69,108177323
2020-06-30,159.39,159.93,158.4,159.6,52026369
2020-07-01,159.93,160.57,159.56,159.78,104403449
2020-07-02,168.75,170.93,166.41,168.24,152087451
2020-07-03,170.9,171.43,169.2,169.27,63985748
2020-07-06,162.1,164.86,160.97,161.39,97477219
2020-07-07,168.75,169.0,168.57,168.72,163427912
2020-07-08,169.77,169.77,167.71,168.84,105912104
2020-07-09,169.47,169.88,168.31,169.43,165675389
2020-07-10,167.39,170.65,165.88,169.64,148299746
2020-07-13,180.09,180.38,178.51,179.74,81574141
2020-07-14,180.04,184.49,179.55,180.75,64540718
2020-07-15,181.32,183.48,180.45,181.67,119563949
2020-07-16,190.52,192.21,187.36,189.7,112562604
2020-07-17,188.85,194.64,188.58,191.74,132022569
2020-07-20,186.44,187.39,185.52,185.95,79932549
2020-07-21,172.23,174.78,172.03,172.57,162033160
2020-07-22,175.94,177.99,172.28,176.71,101297845
2020-07-23,188.67,194.05,185.92,189.9,324699612
2020-07-24,179.73,181.04,179.67,180.16,118842083
2020-07-27,171.96,172.6,171.95,172.46,161269662
2020-07-28,167.86,170.75,165.74,169.49,158471729
2020-07-29,174.63,175.17,172.96,174.78,89173175
2020-07-30,179.4,180.49,175.45,178.66,89992459
2020-07-31,172.3,173.36,169.6,172.42,112071826
2020-08-03,173.31,174.41,171.72,173.64,149195596
2020-08-04,185.65,187.17,183.54,184.22,80935802
2020-08-05,181.41,182.46,179.4,181.25,166909221
2020-08-06,191.53,194.66,191.4,191.68,87307472
2020-08-07,189.48,190.73,185.81,188.57,57652047
2020-08-10,188.35,188.91,186.44,188.58,161082640
2020-08-11,195.28,197.02,192.13,196.68,102386005
2020-08-12,199.77,201.03,199.53,200.63,208336673
2020-08-13,190.16,192.33,187.96,190.96,73334136
2020-08-14,204.96,206.79,198.78,202.13,166014156
2020-08-17,208.4,212.35,208.25,209.52,68660871
2020-08-18,225.62,228.04,224.25,224.4,137639629
2020-08-19,218.79,221.63,216.96,219.18,132604253
2020-08-20,235.27,238.2,232.45,233.94,129312481
2020-08-21,236.66,240.65,232.65,238.72,100691715
2020-08-24,260.77,265.77,257.24,262.85,92477592
2020-08-25,255.55,258.35,250.34,257.13,113940739
2020-08-26,252.65,257.61,252.29,254.59,186070221
2020-08-27,257.68,263.56,252.08,256.89,179827463
2020-08-28,250.94,251.73,247.94,251.45,136636272
2020-08-31,262.8,262.96,262.57,262.85,58541364
2020-09-01,270.24,277.74,269.02,271.67,229815633
2020-09-02,256.97,259.83,255.4,255.94,112098510
2020-09-03,259.68,263.29,255.71,256.2,78558469
2020-09-04,265.81,265.94,264.26,265.86,129486418
2020-09-07,272.15,275.21,271.64,273.13,139172857
2020-09-08,268.17,270.96,266.01,267.85,43856757
2020-09-09,275.19,275.32,270.42,273.0,61709845
2020-09-10,277.51,281.9,277.28,277.3,128001791
2020-09-11,277.19,279.54,274.28,276.85,89605707
2020-09-14,281.61,285.35,280.94,281.55,127890171
2020-09-15,274.17,277.19,272.5,275.86,108515858
2020-09-16,288.61,288.79,287.87,288.42,304119418
2020-09-17,287.61,291.7,283.13,286.07,119801688
2020-09-18,303.11,303.28,299.69,301.41,175879623
2020-09-21,276.03,283.03,273.69,277.74,83930954
2020-09-22,277.25,280.56,273.67,278.04,195021108
2020-09-23,280.43,287.62,275.54,281.55,171425695
2020-09-24,285.79,287.64,284.88,286.61,142898472
2020-09-25,279.72,281.93,279.18,280.94,89877004
2020-09-28,290.9,295.13,285.68,291.64,87042024
2020-09-29,292.0,297.71,291.21,292.6,94265342
2020-09-30,291.8,293.85,287.13,292.23,211178975
2020-10-01,305.62,307.65,300.7,304.06,53714163
2020-10-02,313.13,317.73,312.91,315.21,72116900
2020-10-05,318.85,321.96,314.25,319.64,134340423
2020-10-06,318.7,318.85,313.42,317.96,143977388
2020-10-07,314.81,317.77,314.07,317.64,96300786
2020-10-08,328.48,331.06,323.77,327.18,87417447
2020-10-09,331.61,336.16,330.52,331.64,85963365
2020-10-12,323.9,324.13,319.07,321.24,57826378
2020-10-13,327.03,330.04,324.59,327.02,111453313
2020-10-14,314.33,314.7,309.31,311.45,58217143
2020-10-15,310.94,312.89,310.35,311.84,79587917
2020-10-16,314.7,316.25,312.58,313.1,137830102
2020-10-19,317.73,321.18,314.77,316.3,143589398
2020-10-20,314.16,316.07,307.9,313.35,71140046
2020-10-21,308.19,308.78,304.72,307.14,230189207
2020-10-22,328.68,333.38,323.79,328.79,87275086
2020-10-23,316.77,328.77,314.16,315.55,86275530
2020-10-26,314.97,318.12,311.62,314.29,124175487
2020-10-27,323.39,325.31,318.38,324.09,205308493
2020-10-28,314.46,319.05,306.6,317.01,102636095
2020-10-29,317.94,320.93,311.69,314.88,129708845
2020-10-30,331.06,331.7,323.47,326.26,109702341
2020-11-02,330.22,333.97,317.75,330.34,85275955
2020-11-03,323.63,325.6,322.21,324.88,106645871
2020-11-04,316.95,320.34,314.97,316.82,122132999
2020-11-05,313.58,316.09,312.46,313.24,98891933
2020-11-06,342.4,343.65,340.54,341.2,93731457
2020-11-09,332.92,335.58,330.55,332.73,101257637
2020-11-10,329.06,332.1,328.32,329.85,213103037
2020-11-11,343.97,346.14,340.25,345.08,156850638
2020-11-12,328.22,337.9,322.55,332.69,105489331
2020-11-13,325.51,329.65,321.71,327.31,85381716
2020-11-16,325.13,328.63,320.8,324.14,68641790
2020-11-17,325.16,328.06,322.37,326.82,129343631
2020-11-18,321.55,324.3,316.71,320.06,172285717
2020-11-19,343.24,344.55,341.55,342.26,89405999
2020-11-20,346.76,351.44,339.24,344.64,96419614
2020-11-23,352.83,354.75,351.48,351.74,111842301
2020-11-24,350.62,354.4,349.3,349.64,146017488
2020-11-25,374.64,375.6,370.04,370.66,121059959
2020-11-26,351.02,355.65,350.55,352.1,229150270
2020-11-27,333.18,335.96,329.88,332.16,124160850
2020-11-30,328.87,332.11,325.21,329.41,93776837
2020-12-01,318.81,323.13,314.29,319.07,147186784
2020-12-02,317.13,320.54,312.21,318.1,151172167
2020-12-03,317.58,320.99,313.12,315.86,160203460
2020-12-04,315.98,319.57,313.38,315.05,153869691
2020-12-07,302.28,306.23,301.75,302.85,180977745
2020-12-08,297.73,304.78,294.38,298.54,105719936
2020-12-09,300.6,301.12,298.54,300.65,139565418
2020-12-10,287.96,291.04,287.09,287.79,180076632
2020-12-11,286.57,288.21,284.34,285.86,136876982
2020-12-14,288.35,293.04,285.33,288.87,122232739
2020-12-15,307.8,309.61,306.05,306.65,119798026
2020-12-16,318.07,318.76,311.4,314.76,83102301
2020-12-17,307.05,312.11,302.46,310.04,159153727
2020-12-18,302.23,304.43,301.5,303.63,74237716
2020-12-21,308.54,310.34,301.99,305.94,178050423
2020-12-22,310.11,310.6,308.43,309.43,135619579
2020-12-23,317.61,322.6,314.58,321.61,169194597
2020-12-24,302.95,304.04,298.32,299.53,156962498
2020-12-25,309.58,312.02,306.34,307.71,126271293
2020-12-28,306.12,311.39,304.85,308.39,179086513
2020-12-29,305.12,306.83,301.79,304.2,190825312
2020-12-30,290.54,294.62,286.4,290.09,85761465
2020-12-31,283.97,286.8,282.95,283.61,159975370
2021-01-01,283.34,285.49,278.65,281.78,116948735
2021-01-04,287.74,291.51,283.9,288.44,101383206
2021-01-05,297.28,298.04,295.22,296.56,231752565
2021-01-06,285.94,287.3,282.94,285.43,161178365
2021-01-07,293.96,299.09,292.62,296.32,162090528
2021-01-08,290.15,290.85,281.81,289.27,72849675
2021-01-11,294.17,295.22,291.73,293.11,135464035
2021-01-12,272.8,274.18,269.53,270.39,173699949
2021-01-13,267.52,268.93,264.97,266.74,115877453
2021-01-14,256.54,258.03,255.25,257.26,154817964
2021-01-15,253.88,253.9,252.12,253.03,75224766
2021-01-18,250.72,251.82,245.74,251.69,114591259
2021-01-19,255.98,257.89,250.33,256.07,125555626
2021-01-20,253.73,255.38,252.98,253.96,118397937
2021-01-21,242.68,244.46,240.51,242.58,151483503
2021-01-22,237.68,239.8,234.8,238.66,162627434
2021-01-25,224.26,225.52,224.12,225.23,96968932
2021-01-26,214.17,216.04,212.67,213.95,111148532
2021-01-27,229.83,234.44,228.54,231.16,105996565
2021-01-28,228.74,232.02,227.1,229.94,128157358
2021-01-29,237.77,242.76,236.89,238.13,121413898
2021-02-01,244.1,245.01,239.95,243.82,168517978
2021-02-02,251.67,253.79,250.19,252.1,145162391
2021-02-03,235.16,237.09,235.16,236.19,108284611
2021-02-04,241.94,244.11,241.73,242.98,90820992
2021-02-05,258.88,259.69,255.11,258.19,182819450
2021-02-08,271.19,273.18,270.96,271.49,132500868
2021-02-09,271.57,274.15,266.44,273.04,126402423
2021-02-10,286.57,287.61,282.65,283.65,144441484
2021-02-11,275.39,279.44,273.45,276.08,77688658
2021-02-12,290.25,292.67,283.58,291.58,77379102
2021-02-15,281.54,284.8,276.67,283.59,208977887
2021-02-16,265.89,267.65,265.59,266.01,121901844
2021-02-17,262.51,267.16,260.66,264.98,63637622
2021-02-18,257.4,259.11,249.74,255.32,132728352
2021-02-19,261.65,265.79,256.46,261.16,143918400
2021-02-22,262.94,263.62,261.66,262.56,116854767
2021-02-23,259.93,262.15,256.53,259.38,149295942
2021-02-24,260.47,261.98,258.12,261.23,117028006
2021-02-25,256.57,261.33,252.29,253.87,120119224
2021-02-26,272.21,273.77,268.97,273.47,114646173
2021-03-01,275.37,278.16,270.23,273.52,322646593
2021-03-02,287.8,290.81,284.33,284.91,230349101
2021-03-03,290.25,293.24,283.39,289.11,231667142
2021-03-04,274.45,275.3,270.87,271.55,87662106
2021-03-05,276.53,277.29,275.33,275.49,69951838
2021-03-08,272.53,276.06,271.69,275.08,131194021
2021-03-09,280.99,282.31,280.29,281.43,85499157
2021-03-10,273.86,275.21,273.09,274.93,74718943
2021-03-11,273.87,275.05,270.74,272.51,168048040
2021-03-12,274.15,276.06,273.57,274.37,113109205
2021-03-15,279.0,279.78,276.43,278.13,111376380
2021-03-16,274.58,276.08,266.89,275.75,149255263
2021-03-17,278.42,282.75,269.2,280.18,108521857
2021-03-18,277.09,281.7,274.47,278.52,67796054
2021-03-19,262.31,264.79,260.73,263.42,112757591
2021-03-22,273.07,274.38,268.82,273.01,93922019
2021-03-23,289.21,296.62,287.52,291.46,78273633
2021-03-24,299.82,300.73,296.12,297.3,112339326
2021-03-25,287.7,291.3,285.57,290.65,134463764
2021-03-26,291.68,294.91,289.87,291.36,123964705
2021-03-29,302.52,304.9,297.14,300.41,131386407
2021-03-30,305.02,307.05,303.19,305.11,66445715
2021-03-31,310.78,311.73,305.2,309.78,112193148
2021-04-01,318.42,321.22,316.96,319.78,154124234
2021-04-02,335.45,336.5,334.29,335.84,157579168
2021-04-05,315.1,325.17,313.7,316.75,109230735
2021-04-06,310.07,311.37,306.89,310.45,169862466
2021-04-07,311.11,312.58,307.62,308.95,118856082
2021-04-08,326.95,331.18,322.93,328.85,89722635
2021-04-09,347.75,348.42,347.34,348.32,86945717
2021-04-12,365.12,367.12,358.76,364.53,62069699
2021-04-13,354.69,357.6,347.23,355.5,120963684
2021-04-14,363.39,363.41,359.79,360.13,212481256
2021-04-15,350.97,354.93,350.17,353.36,98114520
2021-04-16,352.47,358.25,351.49,353.23,63697513
2021-04-19,334.71,338.54,329.09,338.22,129045881
2021-04-20,354.76,365.05,353.04,357.53,144690199
2021-04-21,351.45,354.91,347.7,353.08,131604876
2021-04-22,337.57,338.52,332.93,337.23,104179137
2021-04-23,347.12,350.74,343.41,347.76,125729764
2021-04-26,363.56,365.1,361.29,361.99,134274527
2021-04-27,343.54,346.92,338.25,341.17,109224529
2021-04-28,356.18,360.52,354.88,358.42,124537402
2021-04-29,351.43,357.12,346.64,351.67,91788096
2021-04-30,333.43,335.17,331.2,331.9,145664044
2021-05-03,334.25,336.71,332.71,336.35,81012118
2021-05-04,318.9,322.59,314.04,322.2,153981115
2021-05-05,339.08,343.28,332.54,334.16,151862241
2021-05-06,329.9,334.67,327.75,331.42,99250643
2021-05-07,334.48,343.41,330.53,332.27,188868324
2021-05-10,322.43,325.35,318.75,319.82,223455843
2021-05-11,310.55,311.63,308.76,309.58,135074291
2021-05-12,321.84,326.77,320.23,322.29,81891971
2021-05-13,333.81,342.38,328.87,335.48,130233357
2021-05-14,324.38,336.29,320.56,326.31,132426756
2021-05-17,337.24,342.61,336.75,339.65,163228330
2021-05-18,337.73,342.6,334.87,342.26,165029850
2021-05-19,335.56,339.26,333.08,338.32,172133397
2021-05-20,341.82,343.62,340.48,340.64,102635122
2021-05-21,369.06,373.52,366.71,367.58,162464255
2021-05-24,388.22,392.48,382.44,387.33,144451255
2021-05-25,374.47,375.89,370.75,375.72,78987787
2021-05-26,367.29,370.81,361.11,363.59,210736711
2021-05-27,367.26,375.37,362.03,363.34,121598430
2021-05-28,367.11,367.2,363.72,363.91,134802667
2021-05-31,363.86,364.09,357.33,362.7,83052652
2021-06-01,378.29,384.87,374.69,379.33,127657590
2021-06-02,389.55,396.02,386.66,389.97,181687584
2021-06-03,386.78,387.82,379.95,386.54,175423669
2021-06-04,375.18,376.03,373.95,374.55,80374462
2021-06-07,387.24,390.19,383.14,386.27,123178810
2021-06-08,399.09,405.02,390.58,395.59,120543760
2021-06-09,388.55,393.57,384.05,386.93,131726103
2021-06-10,373.88,376.28,371.0,375.96,127230178
2021-06-11,386.34,390.01,381.82,387.81,101186056
2021-06-14,371.48,373.73,369.46,370.02,100708859
2021-06-15,376.97,383.08,371.3,376.91,86799880
2021-06-16,381.57,386.34,379.03,382.25,141665829
2021-06-17,390.74,395.37,384.08,392.64,152303838
2021-06-18,374.79,383.05,373.92,375.71,91471626
2021-06-21,373.85,375.3,367.49,374.64,118822000
2021-06-22,386.9,390.68,386.78,389.16,103942520
2021-06-23,397.76,404.33,397.49,399.02,152307748
2021-06-24,418.31,420.49,411.75,415.77,110221000
2021-06-25,410.36,410.78,405.65,409.95,153059340
2021-06-28,415.57,424.64,406.76,412.27,100597993
2021-06-29,423.72,429.9,420.13,429.11,197958417
2021-06-30,406.35,414.0,405.51,410.21,115190031
2021-07-01,396.61,402.97,390.47,398.04,96780842
2021-07-02,389.87,399.12,387.31,395.75,128735545
2021-07-05,379.26,381.92,377.07,380.93,114213775
2021-07-06,383.14,386.26,378.8,383.28,61097616
2021-07-07,370.04,375.19,363.93,371.7,102631844
2021-07-08,367.93,373.06,365.88,372.47,177732744
2021-07-09,353.89,356.79,350.2,355.09,139824169
2021-07-12,340.43,342.47,337.32,342.03,151695451
2021-07-13,333.27,336.44,327.04,332.66,151413621
2021-07-14,337.56,341.17,328.93,333.91,110490020
2021-07-15,332.6,333.79,331.75,333.2,78160200
2021-07-16,314.59,314.79,313.38,314.2,123074999
2021-07-19,321.33,328.61,319.55,321.42,99779106
2021-07-20,321.02,324.66,315.24,318.86,142600198
2021-07-21,317.65,320.26,314.15,319.34,140577625
2021-07-22,324.21,328.24,318.13,323.48,96119581
2021-07-23,334.67,338.16,334.03,334.97,68338956
2021-07-26,321.7,322.1,318.0,320.82,84733631
2021-07-27,344.05,349.22,336.19,340.43,119159450
2021-07-28,349.97,351.11,343.42,347.74,283831266
2021-07-29,342.06,345.87,338.14,344.37,113405717
2021-07-30,332.78,332.87,331.71,332.36,166508996
2021-08-02,335.43,338.53,331.17,336.07,61040138
2021-08-03,343.49,350.65,341.92,345.79,274510096
2021-08-04,341.89,345.41,339.87,342.26,91924377
2021-08-05,323.64,326.91,322.1,324.76,86172161
2021-08-06,307.42,313.75,305.72,306.89,180407350
2021-08-09,330.38,330.74,319.09,329.93,70227008
2021-08-10,326.47,331.89,325.09,327.13,113755345
2021-08-11,329.18,331.21,328.75,330.32,109883129
2021-08-12,332.94,333.16,331.32,331.54,69783043
2021-08-13,355.27,356.05,349.53,353.87,113519717
2021-08-16,357.86,362.54,354.63,356.0,118257559
2021-08-17,323.55,328.45,322.23,323.31,115974596
2021-08-18,315.39,317.72,309.6,313.97,100914630
2021-08-19,314.03,314.68,313.19,313.21,139711451
2021-08-20,294.7,296.41,294.59,295.17,239064913
2021-08-23,298.29,303.0,294.39,299.41,181068579
2021-08-24,313.3,313.79,310.6,312.9,109285899
2021-08-25,304.3,304.57,301.23,303.99,203021014
2021-08-26,312.07,312.9,311.41,312.2,185535533
2021-08-27,321.05,322.55,320.1,322.28,140355819
2021-08-30,338.61,343.46,337.48,337.85,81908387
2021-08-31,336.14,340.11,335.27,336.75,105808357
2021-09-01,333.77,335.09,328.19,331.12,135195536
2021-09-02,319.37,322.05,310.73,317.89,100324090
2021-09-03,337.04,338.17,326.43,333.85,148896020
2021-09-06,314.2,316.87,311.7,315.31,90634657
2021-09-07,318.57,320.31,316.06,316.69,82612481
2021-09-08,358.11,364.42,352.93,357.07,101935908
2021-09-09,376.29,378.28,374.62,376.26,121282183
2021-09-10,381.06,387.85,378.84,381.09,64309066
2021-09-13,398.1,405.38,397.84,400.12,43887277
2021-09-14,391.25,399.49,385.97,391.22,118070874
2021-09-15,402.07,403.25,400.95,401.39,205039407
2021-09-16,387.07,390.43,380.84,387.7,116073746
2021-09-17,384.57,386.59,384.49,385.94,160456728
2021-09-20,409.26,414.04,402.8,406.53,207822223
2021-09-21,444.18,452.12,440.04,442.84,194526406
2021-09-22,436.18,441.6,432.33,435.17,139278529
2021-09-23,442.58,442.72,433.4,442.14,76060255
2021-09-24,451.96,454.74,443.44,449.91,169995760
2021-09-27,427.21,429.85,425.28,428.22,130667375
2021-09-28,417.4,418.46,415.27,416.77,62845572
2021-09-29,403.15,407.08,398.08,405.45,147364712
2021-09-30,425.35,427.22,419.38,422.72,163339999
2021-10-01,442.56,452.48,429.84,441.51,81972322
2021-10-04,471.39,474.44,471.33,472.53,123642641
2021-10-05,496.6,498.68,494.19,496.15,91930606
2021-10-06,480.92,482.93,477.05,478.45,109027813
2021-10-07,456.66,467.39,453.36,458.82,47109052
2021-10-08,488.06,490.04,481.07,485.77,124750827
2021-10-11,500.72,505.83,500.45,503.86,94159779
2021-10-12,516.52,520.18,510.32,513.03,132692205
2021-10-13,520.27,525.71,514.58,520.64,124175073
2021-10-14,486.87,487.6,481.44,483.88,132649610
2021-10-15,480.8,481.53,472.64,476.72,138234677
2021-10-18,451.22,453.53,441.08,450.92,145831169
2021-10-19,439.26,441.01,434.01,435.22,129360144
2021-10-20,413.2,414.51,408.26,413.65,62337873
2021-10-21,415.06,418.16,411.19,411.42,237255703
2021-10-22,429.95,431.66,423.88,429.52,129609218
2021-10-25,432.32,440.28,425.31,427.47,121653732
2021-10-26,423.5,423.98,421.34,423.57,139664569
2021-10-27,440.95,442.8,431.78,439.34,95724699
2021-10-28,427.06,440.88,426.92,429.02,81288346
2021-10-29,406.24,412.07,397.81,409.82,93104308
2021-11-01,392.06,394.97,388.13,391.64,129130079
2021-11-02,389.94,394.97,385.44,390.48,145480283
2021-11-03,394.16,402.18,387.92,393.11,213480677
2021-11-04,393.3,395.99,391.48,392.57,234980702
2021-11-05,398.89,407.13,391.8,404.04,164567905
2021-11-08,425.02,428.8,416.35,419.47,150643862
2021-11-09,425.18,426.74,423.14,426.31,155281494
2021-11-10,413.02,416.15,410.58,411.25,126311906
2021-11-11,413.59,418.17,412.75,414.43,239445849
2021-11-12,410.9,412.1,408.17,411.06,130133343
2021-11-15,399.7,403.93,391.13,397.26,71290209
2021-11-16,377.9,382.79,373.94,380.56,68264604
2021-11-17,404.53,409.73,401.26,403.2,93684264
2021-11-18,417.58,419.17,416.61,417.95,158925701
2021-11-19,431.04,446.64,428.89,436.4,133205996
2021-11-22,404.28,410.1,398.36,409.36,208229927
2021-11-23,440.66,441.88,435.18,437.05,114155703
2021-11-24,448.7,450.06,445.32,445.89,141567610
2021-11-25,448.93,459.05,438.35,449.23,90322538
2021-11-26,455.62,456.22,444.14,451.67,248354135
2021-11-29,429.9,432.01,422.68,428.77,41759817
2021-11-30,423.56,426.35,411.32,424.4,222482512
2021-12-01,420.54,426.47,414.86,421.41,109695618
2021-12-02,396.1,402.45,392.52,398.48,153846137
2021-12-03,397.86,404.61,395.23,397.68,49027286
2021-12-06,407.23,414.8,405.97,410.08,126855649
2021-12-07,398.62,400.5,396.12,398.62,97459192
2021-12-08,415.64,418.24,408.6,416.89,71580603
2021-12-09,412.23,418.9,411.52,411.96,235071939
2021-12-10,420.42,421.54,414.84,419.89,113924359
2021-12-13,398.11,399.57,391.27,398.01,216514990
2021-12-14,407.35,416.15,401.3,404.67,179797269
2021-12-15,405.36,409.26,402.24,405.59,76342308
2021-12-16,408.21,410.0,404.49,406.73,165361593
2021-12-17,417.37,426.29,412.08,423.89,176370023
2021-12-20,455.36,457.06,451.67,454.89,96001138
2021-12-21,429.88,433.71,417.89,427.0,76300589
2021-12-22,436.89,440.89,432.88,435.01,111199272
2021-12-23,411.63,415.01,408.63,410.06,98775584
2021-12-24,395.66,395.94,394.26,395.91,52767629
