timestamp,price,volume,bid,ask
2024-01-15 09:38:24.655,186.4959,183,186.4841,186.5077
2024-01-15 09:38:25.070,186.5308,38,186.5239,186.5378
2024-01-15 09:38:26.858,186.5001,79,186.4911,186.5091
2024-01-15 09:38:27.135,186.4412,238,186.4309,186.4515
2024-01-15 09:38:29.449,186.4398,263,186.4245,186.4552
2024-01-15 09:38:30.876,186.4877,9,186.4737,186.5017
2024-01-15 09:38:30.977,186.5033,263,186.4935,186.5132
2024-01-15 09:38:31.762,186.3918,267,186.3838,186.3998
2024-01-15 09:38:31.967,186.4147,2,186.3981,186.4312
2024-01-15 09:38:32.102,186.3566,568,186.3451,186.3682
2024-01-15 09:38:34.231,186.3866,128,186.3752,186.398
2024-01-15 09:38:34.647,186.2616,218,186.2463,186.2768
2024-01-15 09:38:34.803,186.2742,7,186.2675,186.2809
2024-01-15 09:38:36.779,186.2614,684,186.2539,186.2689
2024-01-15 09:38:37.405,186.3099,70,186.29,186.3298
2024-01-15 09:38:38.281,186.3482,16,186.3315,186.3649
2024-01-15 09:38:39.808,186.4062,13,186.3915,186.421
2024-01-15 09:38:41.905,186.3915,124,186.3748,186.4082
2024-01-15 09:38:42.718,186.3765,545,186.3646,186.3883
2024-01-15 09:38:48.509,186.3977,98,186.3794,186.4159
2024-01-15 09:38:49.670,186.4812,242,186.4717,186.4907
2024-01-15 09:38:49.874,186.5606,194,186.545,186.5763
2024-01-15 09:38:51.333,186.6005,363,186.5814,186.6196
2024-01-15 09:38:54.015,186.5828,1,186.5628,186.6027
2024-01-15 09:38:54.560,186.4935,127,186.4794,186.5075
2024-01-15 09:38:54.976,186.4427,128,186.4233,186.462
2024-01-15 09:38:56.545,186.2983,110,186.2827,186.3139
2024-01-15 09:38:57.383,186.3558,5,186.346,186.3656
2024-01-15 09:39:00.553,186.3613,246,186.3554,186.3672
2024-01-15 09:39:00.762,186.4304,43,186.4201,186.4407
2024-01-15 09:39:01.018,186.533,479,186.521,186.545
2024-01-15 09:39:01.218,186.5776,338,186.5633,186.5918
2024-01-15 09:39:01.287,186.5081,15,186.5006,186.5156
2024-01-15 09:39:02.117,186.4519,196,186.4334,186.4704
2024-01-15 09:39:02.466,186.3666,324,186.3606,186.3726
2024-01-15 09:39:03.300,186.4245,362,186.4152,186.4337
2024-01-15 09:39:03.631,186.3409,17,186.329,186.3528
2024-01-15 09:39:03.955,186.4132,100,186.406,186.4203
2024-01-15 09:39:05.131,186.459,116,186.4493,186.4686
2024-01-15 09:39:05.449,186.4009,203,186.3919,186.41
2024-01-15 09:39:05.876,186.3655,132,186.3571,186.374
2024-01-15 09:39:06.383,186.4409,134,186.4355,186.4463
2024-01-15 09:39:07.284,186.4582,108,186.449,186.4673
2024-01-15 09:39:07.797,186.4594,33,186.4451,186.4737
2024-01-15 09:39:08.485,186.4687,38,186.4512,186.4862
2024-01-15 09:39:08.762,186.4898,74,186.4792,186.5004
2024-01-15 09:39:09.781,186.5031,123,186.488,186.5182
2024-01-15 09:39:11.680,186.5116,226,186.5021,186.5211
2024-01-15 09:39:13.212,186.5271,335,186.5132,186.5409
2024-01-15 09:39:13.602,186.4567,433,186.4392,186.4741
2024-01-15 09:39:18.841,186.4818,146,186.4707,186.4929
2024-01-15 09:39:24.669,186.5474,3,186.5394,186.5554
2024-01-15 09:39:26.117,186.5661,19,186.5472,186.585
2024-01-15 09:39:26.948,186.5075,305,186.4954,186.5197
2024-01-15 09:39:28.668,186.5164,162,186.4977,186.5351
2024-01-15 09:39:28.689,186.356,237,186.35,186.3619
2024-01-15 09:39:29.209,186.3558,666,186.3504,186.3613
2024-01-15 09:39:33.506,186.3647,88,186.3476,186.3819
2024-01-15 09:39:36.248,186.3541,103,186.3404,186.3679
2024-01-15 09:39:37.071,186.3501,228,186.3435,186.3567
2024-01-15 09:39:37.245,186.3747,688,186.363,186.3864
2024-01-15 09:39:38.981,186.3193,73,186.3134,186.3251
2024-01-15 09:39:39.821,186.2962,62,186.284,186.3084
2024-01-15 09:39:40.418,186.2536,329,186.2415,186.2657
2024-01-15 09:39:40.653,186.2675,341,186.2602,186.2747
2024-01-15 09:39:43.180,186.1485,862,186.1419,186.1551
2024-01-15 09:39:45.538,186.2385,6,186.2279,186.2491
2024-01-15 09:39:47.297,186.3288,387,186.3207,186.3369
2024-01-15 09:39:48.679,186.383,2,186.3742,186.3918
2024-01-15 09:39:52.409,186.36,206,186.3514,186.3687
2024-01-15 09:39:53.378,186.3819,477,186.3765,186.3873
2024-01-15 09:40:00.486,186.3287,146,186.3088,186.3487
2024-01-15 09:40:02.206,186.3727,53,186.3661,186.3794
2024-01-15 09:40:02.594,186.2427,548,186.2363,186.2491
2024-01-15 09:40:04.897,186.2398,111,186.2232,186.2565
2024-01-15 09:40:05.132,186.1571,706,186.1519,186.1623
2024-01-15 09:40:06.492,186.0519,39,186.0348,186.069
2024-01-15 09:40:09.058,185.914,135,185.9025,185.9254
2024-01-15 09:40:17.997,185.9452,252,185.926,185.9644
2024-01-15 09:40:19.190,185.8679,173,185.8524,185.8834
2024-01-15 09:40:20.307,185.7935,415,185.7825,185.8046
2024-01-15 09:40:20.442,185.8532,102,185.8436,185.8629
2024-01-15 09:40:21.277,185.8958,8,185.8879,185.9038
2024-01-15 09:40:22.077,185.8842,184,185.8734,185.8951
2024-01-15 09:40:22.843,185.934,952,185.916,185.9521
2024-01-15 09:40:24.958,185.939,22,185.9311,185.947
2024-01-15 09:40:26.065,185.8158,623,185.8053,185.8263
2024-01-15 09:40:27.271,185.6817,70,185.6693,185.6941
2024-01-15 09:40:31.040,185.6744,280,185.6631,185.6857
2024-01-15 09:40:32.339,185.6717,80,185.6665,185.6769
2024-01-15 09:40:32.932,185.6412,296,185.6224,185.66
2024-01-15 09:40:34.941,185.5524,34,185.5361,185.5687
2024-01-15 09:40:35.642,185.536,16,185.5185,185.5535
2024-01-15 09:40:40.385,185.5654,115,185.5538,185.5769
2024-01-15 09:40:42.301,185.6244,1126,185.6071,185.6417
2024-01-15 09:40:42.440,185.615,164,185.6093,185.6207
2024-01-15 09:40:43.461,185.5957,113,185.5859,185.6056
2024-01-15 09:40:45.529,185.511,251,185.5009,185.5211
2024-01-15 09:40:45.713,185.5485,12,185.5287,185.5683
2024-01-15 09:40:48.158,185.5855,367,185.5717,185.5993
2024-01-15 09:40:50.164,185.6248,155,185.6098,185.6398
2024-01-15 09:40:51.985,185.6064,24,185.6,185.6129
2024-01-15 09:40:53.418,185.6105,432,185.5926,185.6283
2024-01-15 09:40:55.039,185.6014,63,185.5834,185.6193
2024-01-15 09:40:58.301,185.5627,66,185.55,185.5755
2024-01-15 09:40:58.585,185.596,451,185.5761,185.616
2024-01-15 09:40:59.234,185.5471,22,185.5369,185.5573
2024-01-15 09:40:59.685,185.556,17,185.5502,185.5619
2024-01-15 09:41:02.219,185.5545,303,185.547,185.5621
2024-01-15 09:41:04.806,185.6533,301,185.6342,185.6724
2024-01-15 09:41:06.579,185.6821,237,185.6649,185.6994
2024-01-15 09:41:08.850,185.5907,90,185.5765,185.6048
2024-01-15 09:41:11.478,185.5978,6,185.588,185.6076
2024-01-15 09:41:11.917,185.5636,73,185.5486,185.5785
2024-01-15 09:41:11.993,185.5097,673,185.4906,185.5289
