Date,AAPL_Close,MSFT_Close
2019-05-24,42.66,116.57
2019-05-27,42.93,119.21
2019-05-28,41.73,115.79
2019-05-29,41.3,113.34
2019-05-30,42.95,114.72
2019-05-31,44.15,119.19
2019-06-03,43.56,119.86
2019-06-04,43.32,118.37
2019-06-05,43.11,120.27
2019-06-06,42.48,118.49
2019-06-07,41.85,117.84
2019-06-10,40.89,114.86
2019-06-11,41.52,115.16
2019-06-12,41.13,115.76
2019-06-13,41.74,119.68
2019-06-14,41.28,119.41
2019-06-17,41.01,118.81
2019-06-18,40.68,117.99
2019-06-19,40.82,118.51
2019-06-20,40.34,117.47
2019-06-21,39.5,116.89
2019-06-24,40.34,118.11
2019-06-25,41.25,120.14
2019-06-26,41.48,121.13
2019-06-27,41.43,121.73
2019-06-28,41.24,122.35
2019-07-01,40.84,121.23
2019-07-02,41.14,121.96
2019-07-03,40.72,121.2
2019-07-04,40.56,119.65
2019-07-05,40.57,119.94
2019-07-08,40.65,121.62
2019-07-09,39.62,118.34
2019-07-10,39.19,118.3
2019-07-11,38.94,116.96
2019-07-12,39.38,116.98
2019-07-15,40.09,120.54
2019-07-16,40.05,121.21
2019-07-17,39.6,119.07
2019-07-18,39.91,120.2
2019-07-19,40.31,120.4
2019-07-22,40.43,120.96
2019-07-23,40.81,122.98
2019-07-24,40.97,123.51
2019-07-25,40.92,123.07
2019-07-26,41.44,123.24
2019-07-29,42.05,124.53
2019-07-30,42.02,126.71
2019-07-31,41.58,125.13
2019-08-01,41.8,123.03
2019-08-02,44.37,130.11
2019-08-05,43.01,125.94
2019-08-06,43.68,128.57
2019-08-07,43.34,128.07
2019-08-08,44.02,130.96
2019-08-09,42.88,129.94
2019-08-12,43.32,131.35
2019-08-13,43.87,131.29
2019-08-14,43.78,132.01
2019-08-15,45.28,135.77
2019-08-16,45.84,137.09
2019-08-19,46.39,135.24
2019-08-20,46.56,135.63
2019-08-21,45.62,132.67
2019-08-22,45.93,133.05
2019-08-23,45.7,131.64
2019-08-26,45.53,132.16
2019-08-27,45.21,131.06
2019-08-28,45.75,131.72
2019-08-29,46.94,133.72
2019-08-30,46.33,133.31
2019-09-02,44.99,129.82
2019-09-03,44.43,129.11
2019-09-04,45.04,130.68
2019-09-05,46.34,133.38
2019-09-06,44.91,128.43
2019-09-09,44.65,127.46
2019-09-10,44.85,126.64
2019-09-11,46.48,131.08
2019-09-12,46.68,132.48
2019-09-13,48.26,135.49
2019-09-16,48.77,138.11
2019-09-17,48.24,138.39
2019-09-18,47.16,135.38
2019-09-19,47.74,137.45
2019-09-20,47.32,136.06
2019-09-23,47.06,134.75
2019-09-24,47.46,137.47
2019-09-25,47.37,137.57
2019-09-26,46.73,138.7
2019-09-27,47.6,141.57
2019-09-30,48.54,140.97
2019-10-01,48.6,140.82
2019-10-02,47.97,140.18
2019-10-03,48.41,142.67
2019-10-04,48.15,141.06
2019-10-07,47.75,139.31
2019-10-08,47.22,139.46
2019-10-09,47.99,141.7
2019-10-10,46.84,138.29
2019-10-11,45.99,134.16
2019-10-14,46.07,133.82
2019-10-15,45.43,131.61
2019-10-16,45.69,131.84
2019-10-17,47.13,132.41
2019-10-18,46.14,129.55
2019-10-21,46.27,130.76
2019-10-22,46.68,131.71
2019-10-23,47.35,132.34
2019-10-24,47.83,133.68
2019-10-25,49.17,135.17
2019-10-28,50.01,138.64
2019-10-29,49.64,137.18
2019-10-30,50.32,138.79
2019-10-31,51.12,141.1
2019-11-01,51.72,141.37
2019-11-04,52.17,141.32
2019-11-05,51.84,141.21
2019-11-06,52.31,141.95
2019-11-07,53.52,144.24
2019-11-08,51.82,139.33
2019-11-11,50.19,135.88
2019-11-12,49.09,135.26
2019-11-13,47.95,132.91
2019-11-14,47.72,132.19
2019-11-15,48.6,134.4
2019-11-18,46.63,131.32
2019-11-19,46.27,129.28
2019-11-20,45.47,126.69
2019-11-21,45.72,128.2
2019-11-22,46.4,131.49
2019-11-25,46.16,131.22
2019-11-26,46.11,130.37
2019-11-27,46.23,130.64
2019-11-28,46.41,132.26
2019-11-29,47.26,132.59
2019-12-02,47.68,134.88
2019-12-03,47.54,135.78
2019-12-04,46.93,133.25
2019-12-05,46.32,131.5
2019-12-06,46.15,131.09
2019-12-09,45.05,127.28
2019-12-10,43.68,123.38
2019-12-11,44.2,125.44
2019-12-12,44.42,124.49
2019-12-13,43.67,123.55
2019-12-16,44.12,123.84
2019-12-17,44.89,125.79
2019-12-18,44.49,124.05
2019-12-19,45.33,125.1
2019-12-20,44.89,123.78
2019-12-23,45.85,125.97
2019-12-24,46.57,126.84
2019-12-25,46.82,126.58
2019-12-26,48.0,129.65
2019-12-27,49.08,131.67
2019-12-30,48.09,130.83
2019-12-31,48.49,131.68
2020-01-01,46.91,129.12
2020-01-02,45.9,126.09
2020-01-03,45.58,127.44
2020-01-06,45.22,125.99
2020-01-07,44.84,126.18
2020-01-08,44.73,125.85
2020-01-09,44.05,122.48
2020-01-10,44.38,122.27
2020-01-13,45.34,124.72
2020-01-14,45.0,123.08
2020-01-15,44.99,122.21
2020-01-16,45.4,122.34
2020-01-17,44.85,119.79
2020-01-20,44.09,117.34
2020-01-21,43.23,117.46
2020-01-22,43.17,119.24
2020-01-23,42.09,117.05
2020-01-24,42.56,117.59
2020-01-27,41.4,114.1
2020-01-28,42.01,115.02
2020-01-29,40.86,111.56
2020-01-30,40.88,111.56
2020-01-31,41.04,110.73
2020-02-03,42.06,112.47
2020-02-04,42.53,114.66
2020-02-05,42.62,114.57
2020-02-06,41.8,113.24
2020-02-07,41.35,112.0
2020-02-10,40.71,110.38
2020-02-11,41.03,111.71
2020-02-12,40.92,112.67
2020-02-13,41.22,112.34
2020-02-14,41.91,114.8
2020-02-17,42.56,115.98
2020-02-18,42.67,114.89
2020-02-19,43.09,115.65
2020-02-20,42.91,115.06
2020-02-21,41.91,112.77
2020-02-24,42.96,115.41
2020-02-25,42.84,114.41
2020-02-26,42.91,116.06
2020-02-27,44.18,119.76
2020-02-28,42.0,117.87
2020-03-02,41.51,114.28
2020-03-03,42.04,116.56
2020-03-04,41.72,114.76
2020-03-05,42.14,116.17
2020-03-06,42.63,117.17
2020-03-09,44.09,121.32
2020-03-10,45.36,124.12
2020-03-11,44.13,120.78
2020-03-12,45.02,122.75
2020-03-13,45.85,123.82
2020-03-16,45.59,122.08
2020-03-17,45.88,123.09
2020-03-18,46.92,128.43
2020-03-19,46.23,127.19
2020-03-20,46.36,127.67
2020-03-23,46.17,128.75
2020-03-24,47.03,132.42
2020-03-25,46.67,131.9
2020-03-26,47.71,133.04
2020-03-27,46.97,130.67
2020-03-30,48.35,132.36
2020-03-31,48.77,133.83
2020-04-01,48.95,134.32
2020-04-02,49.33,135.51
2020-04-03,50.22,135.82
2020-04-06,49.98,133.68
2020-04-07,49.87,135.75
2020-04-08,49.63,136.1
2020-04-09,49.85,136.64
2020-04-10,50.38,137.51
2020-04-13,49.39,133.86
2020-04-14,48.82,132.36
2020-04-15,48.2,132.49
2020-04-16,49.54,135.3
2020-04-17,50.58,135.85
2020-04-20,50.66,135.87
2020-04-21,49.39,131.67
2020-04-22,50.99,132.41
2020-04-23,50.21,133.06
2020-04-24,51.08,133.15
2020-04-27,51.22,134.99
2020-04-28,51.02,133.89
2020-04-29,51.82,135.14
2020-04-30,52.05,135.95
2020-05-01,52.59,136.23
2020-05-04,50.97,134.43
2020-05-05,50.46,135.26
2020-05-06,50.91,137.06
2020-05-07,51.58,139.36
2020-05-08,52.22,139.8
2020-05-11,53.0,139.67
2020-05-12,52.59,140.36
2020-05-13,52.35,139.17
2020-05-14,52.18,139.12
2020-05-15,52.91,140.98
2020-05-18,52.67,139.76
2020-05-19,52.09,141.53
2020-05-20,51.55,141.16
2020-05-21,51.12,140.7
2020-05-22,49.17,135.19
2020-05-25,48.22,132.19
2020-05-26,46.5,128.49
2020-05-27,46.11,126.57
2020-05-28,46.28,127.95
2020-05-29,46.56,129.37
2020-06-01,46.62,129.73
2020-06-02,46.01,129.33
2020-06-03,45.24,127.49
2020-06-04,45.01,128.28
2020-06-05,44.15,127.92
2020-06-08,43.8,127.15
2020-06-09,44.85,131.25
2020-06-10,45.27,131.05
2020-06-11,45.43,130.26
2020-06-12,45.0,128.0
2020-06-15,44.97,128.69
2020-06-16,44.52,127.5
2020-06-17,44.37,126.47
2020-06-18,43.98,125.65
2020-06-19,43.66,125.9
2020-06-22,42.63,124.91
2020-06-23,43.4,127.5
2020-06-24,44.06,129.09
2020-06-25,42.66,126.55
2020-06-26,43.47,130.1
2020-06-29,43.75,129.09
2020-06-30,43.39,127.63
2020-07-01,43.86,128.06
2020-07-02,43.32,126.97
2020-07-03,44.61,129.2
2020-07-06,43.28,126.95
2020-07-07,44.25,128.68
2020-07-08,44.31,129.1
2020-07-09,43.61,127.43
2020-07-10,42.86,124.93
2020-07-13,43.74,127.33
2020-07-14,44.61,129.02
2020-07-15,44.25,129.95
2020-07-16,44.94,132.07
2020-07-17,45.0,130.77
2020-07-20,44.74,130.0
2020-07-21,45.91,133.52
2020-07-22,45.9,132.8
2020-07-23,45.37,133.39
2020-07-24,44.76,132.37
2020-07-27,46.1,137.03
2020-07-28,46.01,136.47
2020-07-29,45.15,135.0
2020-07-30,42.75,128.28
2020-07-31,43.41,132.22
2020-08-03,43.74,131.0
2020-08-04,42.55,126.55
2020-08-05,43.09,128.47
2020-08-06,42.74,128.29
2020-08-07,43.95,130.53
2020-08-10,44.5,130.2
2020-08-11,44.49,131.91
2020-08-12,44.31,132.4
2020-08-13,42.83,129.4
2020-08-14,42.74,128.51
2020-08-17,43.37,129.04
2020-08-18,44.41,131.52
2020-08-19,44.7,131.02
2020-08-20,45.34,131.97
2020-08-21,45.17,133.07
2020-08-24,45.21,131.48
2020-08-25,45.88,130.89
2020-08-26,46.06,130.91
2020-08-27,45.35,129.95
2020-08-28,45.54,130.92
2020-08-31,47.47,134.38
2020-09-01,46.05,131.01
2020-09-02,46.47,131.29
2020-09-03,46.45,131.63
2020-09-04,46.08,131.17
2020-09-07,46.97,134.12
2020-09-08,47.84,137.83
2020-09-09,49.56,142.57
2020-09-10,48.98,141.22
2020-09-11,48.88,140.93
2020-09-14,49.25,141.03
2020-09-15,49.61,141.61
2020-09-16,50.58,140.98
2020-09-17,50.02,140.87
2020-09-18,50.86,141.05
2020-09-21,51.41,143.02
2020-09-22,53.02,146.41
2020-09-23,52.89,146.75
2020-09-24,54.17,150.28
2020-09-25,54.17,151.61
2020-09-28,56.18,156.32
2020-09-29,56.43,156.29
2020-09-30,57.68,159.13
2020-10-01,58.27,159.27
2020-10-02,56.68,156.4
2020-10-05,56.09,154.91
2020-10-06,57.41,155.01
2020-10-07,58.09,153.85
2020-10-08,56.88,149.85
2020-10-09,57.25,150.95
2020-10-12,56.58,147.66
2020-10-13,55.58,144.75
2020-10-14,55.88,144.23
2020-10-15,55.83,143.38
2020-10-16,56.99,145.42
2020-10-19,57.17,147.04
2020-10-20,58.24,148.05
2020-10-21,60.04,151.53
2020-10-22,59.76,151.05
2020-10-23,60.1,153.37
2020-10-26,60.06,153.76
2020-10-27,60.37,156.12
2020-10-28,59.81,153.68
2020-10-29,59.68,154.51
2020-10-30,59.0,151.74
2020-11-02,62.11,158.49
2020-11-03,62.33,160.14
2020-11-04,62.93,161.32
2020-11-05,64.44,162.34
2020-11-06,63.52,160.84
2020-11-09,63.86,162.79
2020-11-10,62.38,159.92
2020-11-11,60.59,157.19
2020-11-12,60.82,160.03
2020-11-13,61.83,162.45
2020-11-16,62.96,162.0
2020-11-17,63.73,163.9
2020-11-18,64.14,163.84
2020-11-19,64.08,164.51
2020-11-20,64.93,163.12
2020-11-23,63.81,162.92
2020-11-24,62.4,159.53
2020-11-25,61.22,158.57
2020-11-26,60.0,156.17
2020-11-27,61.68,158.21
2020-11-30,60.33,156.33
2020-12-01,61.96,159.88
2020-12-02,61.44,158.88
2020-12-03,61.61,159.6
2020-12-04,62.2,160.29
2020-12-07,60.78,155.69
2020-12-08,59.98,154.83
2020-12-09,60.27,156.21
2020-12-10,58.09,152.49
2020-12-11,57.96,154.74
2020-12-14,57.61,153.68
2020-12-15,57.37,150.73
2020-12-16,56.98,149.39
2020-12-17,56.11,146.44
2020-12-18,54.9,142.78
2020-12-21,54.15,141.19
2020-12-22,52.72,137.47
2020-12-23,52.26,135.7
2020-12-24,50.98,133.13
2020-12-25,51.71,134.91
2020-12-28,52.64,137.87
2020-12-29,52.37,136.22
2020-12-30,54.23,140.98
2020-12-31,55.75,144.37
2021-01-01,54.18,140.08
2021-01-04,53.72,140.98
2021-01-05,54.33,143.13
2021-01-06,52.51,137.88
2021-01-07,52.6,136.28
2021-01-08,53.13,138.18
2021-01-11,51.98,136.04
2021-01-12,51.01,134.53
2021-01-13,52.64,137.8
2021-01-14,52.7,136.83
2021-01-15,52.74,135.68
2021-01-18,51.82,133.18
2021-01-19,50.99,131.8
2021-01-20,52.47,135.12
2021-01-21,52.47,136.35
2021-01-22,51.23,137.03
2021-01-25,50.29,135.15
2021-01-26,50.64,135.87
2021-01-27,50.56,136.12
2021-01-28,48.99,131.17
2021-01-29,49.31,131.21
2021-02-01,49.66,132.42
2021-02-02,48.31,129.66
2021-02-03,49.4,132.04
2021-02-04,50.29,134.18
2021-02-05,49.32,133.13
2021-02-08,49.56,133.01
2021-02-09,49.53,134.23
2021-02-10,48.89,134.41
2021-02-11,48.72,135.72
2021-02-12,49.18,138.27
2021-02-15,49.74,138.09
2021-02-16,49.69,137.64
2021-02-17,48.78,134.58
2021-02-18,48.72,134.71
2021-02-19,48.41,135.07
2021-02-22,47.66,135.4
2021-02-23,46.98,134.89
2021-02-24,47.65,137.57
2021-02-25,48.43,139.12
2021-02-26,48.17,137.49
2021-03-01,48.21,138.9
2021-03-02,48.15,139.72
2021-03-03,46.86,136.05
2021-03-04,47.72,137.9
2021-03-05,49.29,143.92
2021-03-08,49.35,143.95
2021-03-09,48.74,143.51
2021-03-10,48.2,140.75
2021-03-11,48.16,141.68
2021-03-12,47.65,141.75
2021-03-15,47.64,143.26
2021-03-16,47.17,141.6
2021-03-17,48.02,143.23
2021-03-18,46.86,141.74
2021-03-19,45.73,139.64
2021-03-22,47.04,144.82
2021-03-23,46.75,142.85
2021-03-24,47.21,143.09
2021-03-25,46.99,142.82
2021-03-26,46.48,141.18
2021-03-29,45.96,140.0
2021-03-30,47.75,143.88
2021-03-31,48.98,145.36
2021-04-01,48.81,144.02
2021-04-02,48.44,144.21
2021-04-05,48.45,143.2
2021-04-06,48.97,144.9
2021-04-07,47.45,141.59
2021-04-08,46.57,139.91
2021-04-09,45.6,136.88
2021-04-12,45.39,136.19
2021-04-13,44.24,134.04
2021-04-14,43.85,132.82
2021-04-15,43.39,132.61
2021-04-16,42.9,132.46
2021-04-19,44.19,137.61
2021-04-20,43.34,135.39
2021-04-21,44.16,137.11
2021-04-22,43.72,137.28
2021-04-23,43.06,137.57
2021-04-26,42.18,136.65
2021-04-27,41.46,134.05
2021-04-28,40.68,132.31
2021-04-29,40.83,133.59
2021-04-30,41.81,137.0
2021-05-03,42.78,138.9
2021-05-04,42.68,139.31
2021-05-05,42.95,139.64
2021-05-06,43.99,143.94
2021-05-07,44.72,144.47
2021-05-10,44.19,144.02
2021-05-11,44.17,145.32
2021-05-12,44.86,145.77
2021-05-13,45.05,147.11
2021-05-14,44.77,147.4
2021-05-17,45.5,148.06
2021-05-18,45.71,151.35
2021-05-19,45.03,150.51
2021-05-20,45.32,150.64
2021-05-21,44.61,149.68
2021-05-24,44.08,146.93
2021-05-25,43.23,143.6
2021-05-26,43.54,144.19
2021-05-27,45.08,148.58
2021-05-28,44.49,146.94
2021-05-31,44.95,148.49
2021-06-01,44.78,148.39
2021-06-02,44.05,147.84
2021-06-03,44.38,148.48
2021-06-04,44.64,148.18
2021-06-07,43.61,147.4
2021-06-08,44.13,149.0
2021-06-09,43.81,149.27
2021-06-10,42.11,143.51
2021-06-11,41.97,144.75
2021-06-14,41.4,142.74
2021-06-15,40.34,140.09
2021-06-16,41.1,143.3
2021-06-17,41.59,145.15
2021-06-18,41.73,144.37
2021-06-21,42.33,147.01
2021-06-22,42.14,145.79
2021-06-23,41.95,144.11
2021-06-24,41.39,145.24
2021-06-25,41.26,145.49
2021-06-28,42.1,148.23
2021-06-29,41.54,145.22
2021-06-30,42.66,151.01
2021-07-01,42.65,154.34
2021-07-02,42.07,152.2
2021-07-05,42.24,150.82
2021-07-06,42.1,152.21
2021-07-07,41.43,150.27
2021-07-08,41.87,150.64
2021-07-09,42.47,152.09
2021-07-12,41.44,149.98
2021-07-13,41.43,150.75
2021-07-14,42.96,155.15
2021-07-15,43.5,158.86
2021-07-16,43.78,160.6
2021-07-19,45.16,165.29
2021-07-20,44.48,163.93
2021-07-21,45.36,166.26
2021-07-22,46.47,168.44
2021-07-23,46.28,168.53
2021-07-26,46.44,168.71
