published_at,symbol,sentiment_score,mention_count
2018-06-22 15:55:00,AAPL,-0.6124,11
2018-06-25 12:41:00,AAPL,-0.7912,13
2018-06-27 14:23:00,AAPL,-0.1773,10
2018-06-29 12:20:00,AAPL,0.2535,8
2018-07-02 19:57:00,AAPL,0.2172,15
2018-07-03 14:03:00,AAPL,-0.4899,17
2018-07-04 14:18:00,AAPL,-0.0,9
2018-07-05 08:43:00,AAPL,0.4839,14
2018-07-06 17:04:00,AAPL,0.2254,8
2018-07-09 11:03:00,AAPL,0.2197,12
2018-07-11 19:45:00,AAPL,0.3625,10
2018-07-12 18:11:00,AAPL,0.5921,15
2018-07-13 08:39:00,AAPL,0.0836,7
2018-07-17 12:25:00,AAPL,0.4078,10
2018-07-18 12:39:00,AAPL,0.7685,7
2018-07-19 18:22:00,AAPL,-0.0472,8
2018-07-23 19:40:00,AAPL,-0.5607,9
2018-07-24 15:39:00,AAPL,-0.6367,13
2018-07-26 15:21:00,AAPL,-0.2961,9
2018-07-27 09:42:00,AAPL,0.7283,13
2018-07-30 13:41:00,AAPL,0.9305,10
2018-07-31 16:19:00,AAPL,-0.1169,10
2018-08-01 08:27:00,AAPL,0.2887,10
2018-08-02 15:06:00,AAPL,-0.0333,8
2018-08-03 12:31:00,AAPL,-0.6465,9
2018-08-06 10:42:00,AAPL,0.2926,16
2018-08-07 12:28:00,AAPL,0.3647,10
2018-08-08 17:44:00,AAPL,-0.5381,9
2018-08-10 08:56:00,AAPL,0.943,14
2018-08-13 10:24:00,AAPL,-0.5451,8
2018-08-14 12:28:00,AAPL,-0.495,7
2018-08-15 10:49:00,AAPL,-0.3483,7
2018-08-17 12:46:00,AAPL,0.525,20
2018-08-20 09:33:00,AAPL,-0.4142,7
2018-08-21 08:53:00,AAPL,0.3917,11
2018-08-23 14:12:00,AAPL,0.2322,15
2018-08-24 16:18:00,AAPL,0.312,12
2018-08-27 18:44:00,AAPL,-0.5896,16
2018-08-28 11:55:00,AAPL,0.4891,10
2018-08-29 10:18:00,AAPL,0.2696,9
2018-08-30 18:09:00,AAPL,,9
2018-08-31 15:11:00,AAPL,0.1958,11
2018-09-03 09:23:00,AAPL,0.336,10
2018-09-04 14:55:00,AAPL,-0.2796,10
2018-09-05 10:14:00,AAPL,-0.803,16
2018-09-06 11:12:00,AAPL,-0.3074,13
2018-09-07 10:32:00,AAPL,-0.0345,8
2018-09-10 19:02:00,AAPL,0.1167,9
2018-09-11 11:03:00,AAPL,-0.6844,9
2018-09-12 09:10:00,AAPL,-0.5336,7
2018-09-13 19:27:00,AAPL,,11
2018-09-17 11:40:00,AAPL,-0.2715,13
2018-09-18 11:56:00,AAPL,0.5573,15
2018-09-19 14:18:00,AAPL,0.6219,9
2018-09-20 09:33:00,AAPL,0.2477,8
2018-09-21 17:48:00,AAPL,0.9381,10
2018-09-24 19:07:00,AAPL,0.6573,15
2018-09-25 08:59:00,AAPL,-0.8292,9
2018-09-26 18:08:00,AAPL,-0.7542,14
2018-09-27 13:56:00,AAPL,0.0206,13
2018-09-28 14:39:00,AAPL,-0.0666,16
2018-10-01 17:22:00,AAPL,0.396,12
2018-10-02 16:31:00,AAPL,-0.1673,15
2018-10-03 12:20:00,AAPL,-0.6006,14
2018-10-04 08:10:00,AAPL,-0.825,18
2018-10-05 17:37:00,AAPL,0.9212,10
2018-10-08 17:27:00,AAPL,0.243,11
2018-10-09 16:58:00,AAPL,-0.1692,9
2018-10-10 15:29:00,AAPL,0.5617,7
2018-10-11 15:44:00,AAPL,0.7378,9
2018-10-12 08:41:00,AAPL,-0.4275,13
2018-10-16 15:26:00,AAPL,-0.1582,13
2018-10-17 15:13:00,AAPL,-0.2975,12
2018-10-18 14:51:00,AAPL,1.0216,12
2018-10-19 18:25:00,AAPL,0.0734,12
2018-10-22 09:12:00,AAPL,-0.2922,7
2018-10-23 13:45:00,AAPL,0.1613,10
2018-10-24 13:41:00,AAPL,0.1214,11
2018-10-25 08:12:00,AAPL,-0.7277,11
2018-10-26 14:28:00,AAPL,0.1324,10
2018-10-29 18:30:00,AAPL,0.6869,10
2018-10-30 10:38:00,AAPL,0.9836,16
2018-11-01 09:30:00,AAPL,0.3586,13
2018-11-02 12:06:00,AAPL,0.4728,12
2018-11-05 10:06:00,AAPL,0.5969,18
2018-11-06 09:56:00,AAPL,0.5621,11
2018-11-08 14:43:00,AAPL,0.5678,15
2018-11-09 18:15:00,AAPL,0.9388,11
2018-11-13 18:11:00,AAPL,0.1025,19
2018-11-14 19:28:00,AAPL,-0.6243,13
2018-11-16 17:04:00,AAPL,-0.8095,7
2018-11-21 09:52:00,AAPL,0.0121,60
2018-11-22 08:52:00,AAPL,0.1884,8
2018-11-23 19:29:00,AAPL,-0.1606,13
2018-11-26 12:10:00,AAPL,0.0247,15
2018-11-27 14:26:00,AAPL,-0.74,11
2018-11-28 09:26:00,AAPL,-0.307,10
2018-11-29 17:10:00,AAPL,0.6205,11
2018-11-30 16:29:00,AAPL,-0.201,9
2018-12-03 10:16:00,AAPL,0.3274,17
2018-12-04 17:14:00,AAPL,-0.3296,40
2018-12-06 09:03:00,AAPL,0.2114,4
2018-12-07 09:53:00,AAPL,-0.1637,7
2018-12-10 09:04:00,AAPL,-0.9281,17
2018-12-11 14:53:00,AAPL,-0.7207,7
2018-12-13 13:48:00,AAPL,0.6716,14
2018-12-14 17:37:00,AAPL,0.5457,10
2018-12-17 16:41:00,AAPL,0.264,11
2018-12-19 17:37:00,AAPL,1.503,14
2018-12-20 19:50:00,AAPL,-0.1228,10
2018-12-21 12:10:00,AAPL,-0.1439,17
2018-12-25 15:03:00,AAPL,-1.5934,11
2018-12-27 14:24:00,AAPL,-0.3893,9
2018-12-28 09:51:00,AAPL,-0.7725,16
2018-12-31 14:38:00,AAPL,-0.2209,12
2019-01-02 19:50:00,AAPL,-0.2973,18
2019-01-03 17:37:00,AAPL,0.0092,12
2019-01-04 16:20:00,AAPL,0.1261,12
2019-01-08 10:13:00,AAPL,0.0976,11
2019-01-09 19:36:00,AAPL,0.9403,65
2019-01-10 13:57:00,AAPL,0.033,12
2019-01-11 19:18:00,AAPL,0.1972,11
2019-01-14 12:28:00,AAPL,-0.18,13
2019-01-15 09:16:00,AAPL,-0.3232,11
2019-01-16 08:16:00,AAPL,0.175,13
2019-01-18 12:06:00,AAPL,0.4673,8
2019-01-21 09:37:00,AAPL,-0.4026,13
2019-01-22 19:02:00,AAPL,-0.328,18
2019-01-23 11:39:00,AAPL,0.3982,10
2019-01-24 09:14:00,AAPL,-0.1701,18
2019-01-25 11:14:00,AAPL,0.1168,16
2019-01-29 18:33:00,AAPL,-0.0026,16
2019-01-30 19:26:00,AAPL,0.0421,19
2019-02-01 13:02:00,AAPL,0.375,19
2019-02-04 08:02:00,AAPL,0.5647,13
2019-02-06 17:05:00,AAPL,-0.2025,13
2019-02-07 16:37:00,AAPL,-0.3247,12
2019-02-08 18:03:00,AAPL,-0.066,11
2019-02-11 12:14:00,AAPL,-0.8782,6
2019-02-13 15:27:00,AAPL,-0.7331,14
2019-02-14 09:26:00,AAPL,-0.0521,11
2019-02-15 15:22:00,AAPL,-0.5944,13
2019-02-18 12:18:00,AAPL,-0.5891,11
2019-02-19 12:30:00,AAPL,0.8813,8
2019-02-20 13:35:00,AAPL,0.4062,14
2019-02-21 18:57:00,AAPL,1.3014,12
2019-02-22 10:32:00,AAPL,0.157,7
2019-02-25 17:52:00,AAPL,0.58,11
2019-02-26 10:34:00,AAPL,0.4017,10
2019-03-01 13:24:00,AAPL,-0.5625,17
2019-03-05 15:04:00,AAPL,-1.1869,18
2019-03-07 15:48:00,AAPL,-0.2061,10
2019-03-08 12:29:00,AAPL,0.3461,12
2019-03-11 09:43:00,AAPL,-0.008,10
2019-03-12 14:44:00,AAPL,1.1615,12
2019-03-13 18:07:00,AAPL,0.2439,17
2019-03-14 11:19:00,AAPL,-0.6638,9
2019-03-15 12:42:00,AAPL,0.2294,7
2019-03-18 16:05:00,AAPL,-0.3539,13
2019-03-19 11:58:00,AAPL,0.2085,19
2019-03-20 10:40:00,AAPL,0.6345,13
2019-03-21 09:01:00,AAPL,0.4264,12
2019-03-22 18:11:00,AAPL,0.2267,13
2019-03-26 10:58:00,AAPL,0.3153,8
2019-03-28 19:55:00,AAPL,0.3147,13
2019-03-29 15:03:00,AAPL,-0.443,11
2019-04-01 12:54:00,AAPL,,13
2019-04-02 08:07:00,AAPL,-0.1362,22
2019-04-03 18:47:00,AAPL,0.1488,21
2019-04-04 13:43:00,AAPL,0.1989,15
2019-04-05 15:42:00,AAPL,-0.2392,12
2019-04-08 19:19:00,AAPL,0.0728,10
2019-04-11 16:05:00,AAPL,0.5527,15
2019-04-12 19:45:00,AAPL,0.3332,14
2019-04-15 09:21:00,AAPL,0.5784,7
2019-04-16 10:06:00,AAPL,-0.829,10
2019-04-17 14:53:00,AAPL,-0.3531,12
2019-04-18 08:33:00,AAPL,-0.37,8
2019-04-19 16:04:00,AAPL,-0.2667,13
2019-04-22 08:15:00,AAPL,0.3479,7
2019-04-23 14:17:00,AAPL,0.547,12
2019-04-26 18:41:00,AAPL,-0.0314,16
2019-04-29 09:20:00,AAPL,0.3405,12
2019-05-01 08:28:00,AAPL,0.2955,17
2019-05-02 17:03:00,AAPL,0.4262,17
2019-05-03 12:00:00,AAPL,-0.1047,10
2019-05-06 13:44:00,AAPL,0.045,6
2019-05-07 08:43:00,AAPL,-0.0927,8
2019-05-08 09:47:00,AAPL,-0.7654,3
2019-05-09 19:57:00,AAPL,0.3603,12
2019-05-10 12:49:00,AAPL,-0.8156,11
2019-05-14 14:13:00,AAPL,0.0265,11
2019-05-15 16:55:00,AAPL,-0.8153,17
2019-05-16 14:54:00,AAPL,0.2402,9
2019-05-17 16:10:00,AAPL,0.6082,17
2019-05-20 12:56:00,AAPL,-0.7892,65
2019-05-21 09:40:00,AAPL,-1.0574,10
2019-05-22 10:02:00,AAPL,-0.0391,13
2019-05-23 15:24:00,AAPL,-0.1493,15
2019-05-24 15:39:00,AAPL,,13
2019-05-27 13:03:00,AAPL,-0.0758,13
2019-05-29 13:28:00,AAPL,-0.5386,13
2019-05-30 10:07:00,AAPL,0.1953,12
2019-05-31 08:19:00,AAPL,-0.2648,12
2019-06-05 12:09:00,AAPL,-0.4254,12
2019-06-06 19:29:00,AAPL,-1.0866,10
2019-06-07 16:48:00,AAPL,-0.6287,13
2019-06-10 10:12:00,AAPL,0.7591,15
2019-06-11 14:20:00,AAPL,-1.0868,10
2019-06-12 13:29:00,AAPL,-0.8754,8
2019-06-13 16:34:00,AAPL,0.2045,60
2019-06-14 11:11:00,AAPL,-0.7196,11
2019-06-17 14:22:00,AAPL,-0.01,8
2019-06-19 14:49:00,AAPL,-0.7386,13
2019-06-20 18:51:00,AAPL,-0.4575,12
2019-06-21 13:52:00,AAPL,-0.7877,13
2019-06-24 18:30:00,AAPL,0.165,13
2019-06-25 08:30:00,AAPL,0.2109,23
2019-06-27 13:52:00,AAPL,0.5908,14
2019-07-01 09:09:00,AAPL,0.1925,14
2019-07-02 12:41:00,AAPL,-0.1012,11
2019-07-03 16:34:00,AAPL,0.2389,9
2019-07-04 15:29:00,AAPL,-0.676,10
2019-07-05 18:32:00,AAPL,-0.3253,10
2019-07-08 08:50:00,AAPL,-0.2876,11
2019-07-10 14:20:00,AAPL,0.4281,9
2019-07-16 11:40:00,AAPL,-0.1165,15
2019-07-18 18:18:00,AAPL,-0.7042,13
2019-07-19 11:14:00,AAPL,-0.548,8
2019-07-22 10:30:00,AAPL,-0.6264,15
2019-07-25 09:17:00,AAPL,-0.8384,12
2019-07-26 08:36:00,AAPL,-0.2835,8
2019-07-30 17:42:00,AAPL,0.2404,11
2019-07-31 08:55:00,AAPL,0.0641,10
2019-08-01 19:57:00,AAPL,,7
2019-08-05 08:17:00,AAPL,0.9267,13
2019-08-06 18:46:00,AAPL,0.4056,16
2019-08-07 16:30:00,AAPL,0.4837,15
2019-08-08 10:37:00,AAPL,-0.5014,16
2019-08-09 13:19:00,AAPL,-0.0772,15
2019-08-12 13:09:00,AAPL,0.2051,15
2019-08-13 10:51:00,AAPL,0.3789,15
2019-08-14 12:13:00,AAPL,0.3244,11
2019-08-15 10:23:00,AAPL,0.0946,16
2019-08-16 13:19:00,AAPL,-0.2385,13
2019-08-19 14:13:00,AAPL,-0.0152,14
2019-08-20 09:51:00,AAPL,-0.2017,8
2019-08-21 13:06:00,AAPL,-0.1572,8
2019-08-22 09:09:00,AAPL,-0.9046,10
2019-08-26 19:07:00,AAPL,-0.0948,9
2019-08-28 16:28:00,AAPL,0.1515,16
2019-08-29 19:30:00,AAPL,0.3192,14
2019-09-02 14:42:00,AAPL,-0.2895,13
2019-09-03 17:50:00,AAPL,-0.836,11
2019-09-04 08:43:00,AAPL,-0.4919,8
2019-09-05 19:29:00,AAPL,0.8972,11
2019-09-06 15:25:00,AAPL,-0.2606,19
2019-09-09 15:28:00,AAPL,-0.1685,14
2019-09-10 10:14:00,AAPL,-0.0184,13
2019-09-11 18:32:00,AAPL,-0.0958,7
2019-09-13 08:50:00,AAPL,1.1698,10
2019-09-16 13:49:00,AAPL,-0.4886,12
2019-09-17 09:40:00,AAPL,-0.1076,8
2019-09-18 10:02:00,AAPL,,60
2019-09-19 09:29:00,AAPL,0.709,14
2019-09-20 13:31:00,AAPL,0.5336,7
2019-09-23 08:40:00,AAPL,-0.6834,13
2019-09-24 19:22:00,AAPL,0.0171,14
2019-09-25 15:31:00,AAPL,-0.0538,8
2019-09-26 14:03:00,AAPL,-1.0328,8
2019-09-30 19:01:00,AAPL,-0.709,9
2019-10-01 08:12:00,AAPL,-0.2764,12
2019-10-02 14:05:00,AAPL,-0.823,12
2019-10-03 08:04:00,AAPL,0.3375,6
2019-10-04 17:40:00,AAPL,0.6396,12
2019-10-08 12:32:00,AAPL,0.399,10
2019-10-09 16:58:00,AAPL,0.48,14
2019-10-10 12:29:00,AAPL,-0.5143,15
2019-10-11 14:20:00,AAPL,0.2465,13
2019-10-14 19:39:00,AAPL,0.7754,8
2019-10-15 18:03:00,AAPL,-0.0379,16
2019-10-16 08:22:00,AAPL,-0.387,11
2019-10-17 18:07:00,AAPL,0.4951,20
2019-10-18 16:18:00,AAPL,-0.7172,14
2019-10-22 08:27:00,AAPL,,60
2019-10-23 10:51:00,AAPL,0.5005,13
2019-10-24 11:38:00,AAPL,0.2509,12
2019-10-25 15:14:00,AAPL,-0.8965,11
2019-10-28 17:22:00,AAPL,-0.8779,11
2019-10-30 13:35:00,AAPL,0.6885,11
2019-10-31 12:43:00,AAPL,0.5627,13
2019-11-04 17:03:00,AAPL,0.2347,10
2019-11-06 15:03:00,AAPL,-0.3385,12
2019-11-07 15:07:00,AAPL,0.6766,9
2019-11-08 17:37:00,AAPL,0.3371,15
2019-11-11 12:13:00,AAPL,0.5744,12
2019-11-12 15:31:00,AAPL,0.7004,9
2019-11-14 12:43:00,AAPL,-1.137,8
2019-11-15 18:06:00,AAPL,0.3797,16
2019-11-18 09:15:00,AAPL,-0.798,12
2019-11-19 08:52:00,AAPL,-0.2402,14
2019-11-20 09:19:00,AAPL,-0.6544,12
2019-11-22 09:46:00,AAPL,-0.7309,11
2019-11-25 09:24:00,AAPL,0.5571,12
2019-11-26 19:47:00,AAPL,0.1877,6
2019-11-27 08:37:00,AAPL,1.3862,13
2019-11-29 11:36:00,AAPL,0.017,9
2019-12-02 17:27:00,AAPL,0.67,7
2019-12-03 19:25:00,AAPL,0.6446,14
2019-12-04 16:13:00,AAPL,1.7872,17
2019-12-05 10:25:00,AAPL,0.0776,14
2019-12-06 13:43:00,AAPL,-0.0497,20
2019-12-09 19:18:00,AAPL,0.0434,4
2019-12-10 10:48:00,AAPL,-0.4129,13
2019-12-13 11:18:00,AAPL,-0.3297,8
2019-12-16 08:16:00,AAPL,0.4694,9
2019-12-17 19:29:00,AAPL,0.542,13
2019-12-18 17:28:00,AAPL,0.2967,10
2019-12-19 19:41:00,AAPL,-0.1437,15
2019-12-20 13:17:00,AAPL,-0.4332,10
2019-12-23 14:08:00,AAPL,-0.6348,8
2019-12-25 11:04:00,AAPL,-0.3735,10
2019-12-26 13:19:00,AAPL,0.797,10
2019-12-27 16:19:00,AAPL,0.1176,15
2019-12-30 14:20:00,AAPL,-0.3184,16
2019-12-31 18:19:00,AAPL,-0.8339,18
2020-01-01 10:36:00,AAPL,-0.5023,10
2020-01-02 11:30:00,AAPL,0.4034,15
2020-01-03 19:33:00,AAPL,0.2465,9
2020-01-06 17:53:00,AAPL,-0.28,13
2020-01-09 08:53:00,AAPL,0.3185,14
2020-01-10 13:56:00,AAPL,0.0365,9
2020-01-13 11:21:00,AAPL,0.5034,16
2020-01-14 15:47:00,AAPL,0.071,19
2020-01-15 15:03:00,AAPL,0.2041,12
2020-01-16 08:18:00,AAPL,0.451,9
2020-01-17 11:21:00,AAPL,0.685,17
2020-01-20 12:25:00,AAPL,-0.0198,18
2020-01-21 16:48:00,AAPL,1.3404,13
2020-01-22 11:23:00,AAPL,0.4092,16
2020-01-23 17:12:00,AAPL,0.6976,9
2020-01-24 16:21:00,AAPL,0.6755,8
2020-01-28 15:42:00,AAPL,-0.6998,13
2020-01-29 18:53:00,AAPL,-1.005,12
2020-01-31 08:00:00,AAPL,0.0058,11
2020-02-04 17:26:00,AAPL,1.242,11
2020-02-05 12:57:00,AAPL,-0.5416,8
2020-02-07 19:37:00,AAPL,-0.2926,9
2020-02-10 09:44:00,AAPL,0.0233,12
2020-02-11 09:20:00,AAPL,0.0074,15
2020-02-13 19:24:00,AAPL,-0.2299,18
2020-02-17 08:59:00,AAPL,0.3772,12
2020-02-18 15:12:00,AAPL,,9
2020-02-19 16:02:00,AAPL,-1.6167,16
2020-02-20 09:46:00,AAPL,0.4122,4
2020-02-21 14:31:00,AAPL,0.1768,13
2020-02-24 09:28:00,AAPL,0.9346,15
2020-02-25 19:22:00,AAPL,0.2604,6
2020-02-26 12:18:00,AAPL,,18
2020-02-27 10:03:00,AAPL,0.4833,15
2020-02-28 18:06:00,AAPL,,12
2020-03-02 08:41:00,AAPL,-0.3007,5
2020-03-03 10:51:00,AAPL,1.0324,9
2020-03-05 09:04:00,AAPL,0.5093,10
2020-03-06 09:18:00,AAPL,0.3923,13
2020-03-09 08:56:00,AAPL,-0.0267,9
2020-03-10 12:41:00,AAPL,1.2029,12
2020-03-11 12:39:00,AAPL,0.187,14
2020-03-12 14:55:00,AAPL,0.6548,16
2020-03-13 18:18:00,AAPL,-0.0374,14
2020-03-18 14:29:00,AAPL,0.3089,9
2020-03-19 12:13:00,AAPL,0.0248,13
2020-03-20 15:06:00,AAPL,1.0187,9
2020-03-23 16:55:00,AAPL,1.1213,14
2020-03-24 16:55:00,AAPL,0.0384,15
2020-03-25 11:08:00,AAPL,-0.2187,14
2020-03-26 16:11:00,AAPL,-0.3576,10
2020-03-27 17:08:00,AAPL,0.2086,10
2020-03-30 13:55:00,AAPL,0.3842,11
2020-03-31 18:52:00,AAPL,-0.9385,11
2020-04-01 12:06:00,AAPL,1.2954,8
2020-04-02 16:59:00,AAPL,-0.2363,6
2020-04-03 13:44:00,AAPL,0.7014,14
2020-04-06 11:53:00,AAPL,-1.0617,20
2020-04-09 09:19:00,AAPL,,8
2020-04-10 14:32:00,AAPL,-0.5836,8
2020-04-13 14:18:00,AAPL,0.7247,11
2020-04-15 17:54:00,AAPL,0.0462,9
2020-04-16 10:17:00,AAPL,-1.2686,5
2020-04-17 09:54:00,AAPL,-1.0329,12
2020-04-21 17:38:00,AAPL,0.0275,50
2020-04-23 14:12:00,AAPL,0.2216,11
2020-04-24 12:27:00,AAPL,-0.3804,7
2020-04-27 14:50:00,AAPL,-0.3787,15
2020-04-28 13:26:00,AAPL,-0.1057,17
2020-04-29 13:35:00,AAPL,0.4129,13
2020-04-30 14:07:00,AAPL,0.0186,11
2020-05-01 17:39:00,AAPL,-0.6861,13
2020-05-04 09:29:00,AAPL,-0.7397,14
2020-05-05 12:20:00,AAPL,-0.4481,10
2020-05-06 08:35:00,AAPL,-0.2919,16
2020-05-07 08:57:00,AAPL,-1.0957,14
2020-05-08 08:26:00,AAPL,-0.1091,13
2020-05-11 13:08:00,AAPL,-1.0457,16
2020-05-12 13:17:00,AAPL,-0.239,12
2020-05-13 17:13:00,AAPL,0.287,17
2020-05-18 10:52:00,AAPL,-0.1948,10
2020-05-19 17:57:00,AAPL,0.2118,10
2020-05-20 13:58:00,AAPL,-0.4723,12
2020-05-21 12:17:00,AAPL,-0.1666,11
2020-05-22 09:28:00,AAPL,-0.0428,10
2020-05-25 08:49:00,AAPL,0.5915,10
2020-05-26 09:17:00,AAPL,0.2118,23
2020-05-27 10:14:00,AAPL,0.9456,8
2020-05-28 08:56:00,AAPL,-0.9813,14
2020-05-29 10:31:00,AAPL,-0.6442,12
2020-06-01 12:01:00,AAPL,-0.3973,14
2020-06-03 10:44:00,AAPL,-1.0837,13
2020-06-04 18:32:00,AAPL,-0.0975,14
2020-06-08 09:45:00,AAPL,-0.0909,14
2020-06-09 14:40:00,AAPL,-0.1332,13
2020-06-10 18:11:00,AAPL,0.3615,15
2020-06-11 10:50:00,AAPL,-0.7013,11
2020-06-12 08:44:00,AAPL,-0.0209,15
2020-06-15 10:35:00,AAPL,,12
2020-06-16 14:58:00,AAPL,0.1237,10
2020-06-17 17:12:00,AAPL,0.5538,8
2020-06-18 10:35:00,AAPL,0.2803,19
2020-06-19 15:55:00,AAPL,1.3191,7
2020-06-22 11:35:00,AAPL,-0.1627,10
2020-06-23 14:10:00,AAPL,0.5989,12
2020-06-24 15:46:00,AAPL,1.1022,13
2020-06-26 15:04:00,AAPL,-0.3947,17
2020-06-29 17:23:00,AAPL,-0.2865,11
2020-06-30 15:53:00,AAPL,0.3231,8
2020-07-01 16:33:00,AAPL,-0.0478,12
2020-07-02 18:13:00,AAPL,-0.141,14
2020-07-08 09:51:00,AAPL,-0.6247,6
2020-07-09 08:59:00,AAPL,0.0281,11
2020-07-10 12:19:00,AAPL,-0.1124,5
2020-07-13 14:06:00,AAPL,-0.3066,8
2020-07-14 09:07:00,AAPL,0.4115,6
2020-07-15 16:50:00,AAPL,0.1815,14
2020-07-17 09:11:00,AAPL,0.3614,16
2020-07-20 09:00:00,AAPL,0.194,14
2020-07-21 18:23:00,AAPL,0.481,8
2020-07-22 08:36:00,AAPL,0.505,14
2020-07-23 11:27:00,AAPL,0.7622,9
2020-07-24 15:10:00,AAPL,-0.3771,9
2020-07-27 17:58:00,AAPL,0.1981,6
